filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length,shift_starts_at
game_000459.pgn,1,39.0,44.0,Qg6,Bh9,,
game_000460.pgn,3,17.0,23.0,Qd6,,,
game_000461.pgn,1,53.0,58.0,Qc5+,Rb9,,
game_000462.pgn,1,40.0,52.0,Nd5,Qа9,,
game_000463.pgn,1,15.0,93.0,f6,Nz5,,
game_000464.pgn,2,25.0,92.0,exf5,exf6,,
game_000465.pgn,2,71.0,100.0,Re2+,Pe2+,,
game_000466.pgn,1,56.0,78.0,Qg4,Rb9,,
game_000467.pgn,4,55.0,91.0,Kxb8,,35.0,55.0
game_000468.pgn,4,17.0,21.0,Bxf6,,3.0,17.0
game_000469.pgn,3,40.0,73.0,Be4,,,
game_000470.pgn,4,26.0,85.0,O-O,,58.0,26.0
game_000471.pgn,3,17.0,47.0,Bh7,,,
game_000472.pgn,1,70.0,91.0,Rxe5,Bh9,,
game_000473.pgn,3,7.0,41.0,exf3,,,
game_000474.pgn,4,31.0,51.0,h5,,19.0,31.0
game_000475.pgn,3,53.0,58.0,Qf3,,,
game_000476.pgn,2,28.0,68.0,Bh6,8h6,,
game_000477.pgn,2,19.0,58.0,Ne7,Me7,,
game_000478.pgn,3,32.0,63.0,Re1,,,
game_000479.pgn,1,7.0,37.0,Bg4,Nz5,,
game_000480.pgn,2,8.0,92.0,Nf3,Mf3,,
game_000481.pgn,1,14.0,54.0,Nbd2,Rb9,,
game_000482.pgn,1,31.0,49.0,a6,Rb9,,
game_000483.pgn,4,29.0,88.0,f5,,58.0,29.0
game_000484.pgn,1,3.0,46.0,d5,Ka9,,
game_000485.pgn,4,20.0,45.0,hxg6,,24.0,20.0
game_000486.pgn,3,6.0,44.0,e4,,,
game_000487.pgn,3,23.0,51.0,Be6,,,
game_000488.pgn,3,4.0,21.0,f3,,,
game_000489.pgn,1,4.0,74.0,Nf3,Ka9,,
game_000490.pgn,1,4.0,52.0,d3,Ka9,,
game_000491.pgn,4,63.0,75.0,Qxe3,,11.0,63.0
game_000492.pgn,4,23.0,97.0,Ne5,,73.0,23.0
game_000493.pgn,4,55.0,62.0,Qb2,,6.0,55.0
game_000494.pgn,1,54.0,63.0,Qd3,Rb9,,
game_000495.pgn,1,44.0,76.0,Qxe6,Qа9,,
game_000496.pgn,3,41.0,56.0,Nf3+,,,
game_000497.pgn,1,16.0,46.0,Nxc6,Qа9,,
game_000498.pgn,1,43.0,81.0,Qe7,Nz5,,
game_000499.pgn,3,26.0,59.0,Rfe1,,,
game_000500.pgn,3,41.0,97.0,Rc8,,,
game_000501.pgn,3,35.0,87.0,Nc6,,,
game_000502.pgn,4,45.0,49.0,Re6,,3.0,45.0
game_000503.pgn,4,27.0,64.0,Bxd2+,,36.0,27.0
game_000504.pgn,1,22.0,64.0,Be4,Bh9,,
game_000505.pgn,2,28.0,46.0,Nc4,Mc4,,
game_000506.pgn,4,45.0,55.0,h5,,9.0,45.0
game_000507.pgn,2,20.0,63.0,a4,a5,,
game_000508.pgn,1,46.0,83.0,Bh4,Bh9,,
game_000509.pgn,4,6.0,58.0,Nc3,,51.0,6.0
game_000510.pgn,1,4.0,38.0,Nc3,Qа9,,
game_000511.pgn,1,3.0,45.0,d6,Nz5,,
game_000512.pgn,4,21.0,85.0,b5,,63.0,21.0
game_000513.pgn,1,7.0,93.0,Bxf3,Nz5,,
game_000514.pgn,4,66.0,85.0,Rd1,,18.0,66.0
game_000515.pgn,4,64.0,84.0,Kd2,,19.0,64.0
game_000516.pgn,3,8.0,34.0,Ba4,,,
game_000517.pgn,1,22.0,38.0,Qxh8,Bh9,,
game_000518.pgn,1,47.0,56.0,Nf5,Bh9,,
game_000519.pgn,2,64.0,88.0,Kh3,Xh3,,
game_000520.pgn,4,16.0,68.0,h3,,51.0,16.0
game_000521.pgn,3,16.0,23.0,Bxa8,,,
game_000522.pgn,1,47.0,67.0,axb3,Qа9,,
game_000523.pgn,2,59.0,73.0,Kd5,Xd5,,
game_000524.pgn,3,13.0,40.0,Nfd7,,,
game_000525.pgn,3,71.0,75.0,h5,,,
game_000526.pgn,1,61.0,65.0,Qa1+,Ka9,,
game_000527.pgn,4,20.0,41.0,Re1,,20.0,20.0
game_000528.pgn,1,5.0,48.0,Bf5,Bh9,,
game_000529.pgn,2,5.0,78.0,cxd4,cxd5,,
game_000530.pgn,3,22.0,53.0,Nh4,,,
game_000531.pgn,2,18.0,91.0,d3,d4,,
game_000532.pgn,4,13.0,27.0,e6,,13.0,13.0
game_000533.pgn,2,22.0,55.0,Nfd2,Mfd2,,
game_000534.pgn,3,39.0,45.0,Kc7,,,
game_000535.pgn,2,8.0,68.0,Qxd4,Oxd4,,
game_000536.pgn,3,6.0,54.0,O-O,,,
game_000537.pgn,4,18.0,57.0,Bb2,,38.0,18.0
game_000538.pgn,1,45.0,88.0,Ra7,Qа9,,
game_000539.pgn,1,42.0,56.0,Kf3,Bh9,,
game_000540.pgn,3,24.0,74.0,e5,,,
game_000541.pgn,2,11.0,80.0,Qxc5,Oxc5,,
game_000542.pgn,2,47.0,74.0,Qc5,Oc5,,
game_000543.pgn,4,25.0,39.0,Ne7,,13.0,25.0
game_000544.pgn,1,4.0,84.0,Qxd4,Rb9,,
game_000545.pgn,3,25.0,42.0,Nf2,,,
game_000546.pgn,4,11.0,67.0,Qe7,,55.0,11.0
game_000547.pgn,2,54.0,62.0,Rd4,Pd4,,
game_000548.pgn,4,22.0,47.0,Bxe5,,24.0,22.0
game_000549.pgn,4,9.0,53.0,h5,,43.0,9.0
game_000550.pgn,4,19.0,28.0,Nxg4,,8.0,19.0
game_000551.pgn,1,29.0,99.0,Bd7,Ka9,,
game_000552.pgn,1,19.0,66.0,O-O,Nz5,,
game_000553.pgn,4,23.0,80.0,Bc5,,56.0,23.0
game_000554.pgn,3,34.0,43.0,Nxg4,,,
game_000555.pgn,3,4.0,28.0,Bf4,,,
game_000556.pgn,2,69.0,88.0,Kg6,Xg6,,
game_000557.pgn,2,6.0,77.0,c3,c4,,
game_000558.pgn,2,7.0,24.0,Na5,Ma5,,
game_000559.pgn,3,9.0,57.0,Qa5,,,
game_000560.pgn,3,20.0,69.0,f5,,,
game_000561.pgn,2,32.0,39.0,Nc5,Mc5,,
game_000562.pgn,4,11.0,86.0,g6,,74.0,11.0
game_000563.pgn,3,36.0,52.0,Rbd1,,,
game_000564.pgn,4,23.0,62.0,Be6,,38.0,23.0
game_000565.pgn,4,75.0,81.0,Kd7,,5.0,75.0
game_000566.pgn,3,4.0,82.0,Bc4,,,
game_000567.pgn,1,45.0,80.0,Qf4,Rb9,,
game_000568.pgn,4,38.0,43.0,Kd1,,4.0,38.0
game_000569.pgn,1,22.0,68.0,cxb4,Qh8,,
game_000570.pgn,1,22.0,28.0,fxg6,Bh9,,
game_000571.pgn,2,17.0,25.0,e6,e7,,
game_000572.pgn,2,9.0,50.0,Bxc3+,8xc3+,,
game_000573.pgn,1,27.0,45.0,b6,Nz5,,
game_000574.pgn,1,6.0,22.0,Qe2,Qh8,,
game_000575.pgn,3,35.0,49.0,Bxe7,,,
game_000576.pgn,4,3.0,58.0,e6,,54.0,3.0
game_000577.pgn,2,17.0,49.0,Bc5,8c5,,
game_000578.pgn,3,15.0,35.0,Nb3,,,
game_000579.pgn,2,69.0,83.0,Kg8,Xg8,,
game_000580.pgn,4,44.0,67.0,b4,,22.0,44.0
game_000581.pgn,4,44.0,60.0,Nb1,,15.0,44.0
game_000582.pgn,4,25.0,71.0,Bd7,,45.0,25.0
game_000583.pgn,2,8.0,58.0,g3,g4,,
game_000584.pgn,1,24.0,38.0,Bg2,Nz5,,
game_000585.pgn,2,16.0,47.0,Ba4,8a4,,
game_000586.pgn,2,15.0,52.0,h4,h5,,
game_000587.pgn,2,62.0,94.0,Bd2,8d2,,
game_000588.pgn,3,52.0,90.0,Kd6,,,
game_000589.pgn,4,17.0,34.0,Nf6,,16.0,17.0
game_000590.pgn,1,25.0,71.0,cxd5,Bh9,,
game_000591.pgn,4,40.0,48.0,Rxd5,,7.0,40.0
game_000592.pgn,2,52.0,57.0,Bxe5,8xe5,,
game_000593.pgn,3,19.0,34.0,d6,,,
game_000594.pgn,1,77.0,85.0,Kf6,Qh8,,
game_000595.pgn,4,51.0,88.0,Rb2,,36.0,51.0
game_000596.pgn,1,81.0,93.0,f4+,Nz5,,
game_000597.pgn,1,3.0,56.0,e6,Qh8,,
game_000598.pgn,1,3.0,83.0,Bc5,Rb9,,
game_000599.pgn,2,43.0,60.0,Bd3,8d3,,
game_000600.pgn,1,40.0,58.0,h5,Qа9,,
game_000601.pgn,3,18.0,44.0,Bxc5,,,
game_000602.pgn,1,6.0,60.0,Ne5,Qа9,,
game_000603.pgn,1,9.0,24.0,Bxc5,Rb9,,
game_000604.pgn,4,18.0,51.0,Nh3,,32.0,18.0
game_000605.pgn,3,11.0,63.0,d5,,,
game_000606.pgn,1,12.0,35.0,Qd2,Rb9,,
game_000607.pgn,1,23.0,59.0,O-O-O,Ka9,,
game_000608.pgn,4,19.0,50.0,a5,,30.0,19.0
game_000609.pgn,4,60.0,65.0,Kf2,,4.0,60.0
game_000610.pgn,4,12.0,64.0,Nd4,,51.0,12.0
game_000611.pgn,4,40.0,52.0,Ra4,,11.0,40.0
game_000612.pgn,4,25.0,66.0,Bb7,,40.0,25.0
game_000613.pgn,4,59.0,76.0,Rf8,,16.0,59.0
game_000614.pgn,1,25.0,84.0,Qc7,Rb9,,
game_000615.pgn,3,89.0,99.0,Kg2,,,
game_000616.pgn,3,42.0,59.0,Qg3,,,
game_000617.pgn,3,41.0,83.0,gxh4,,,
game_000618.pgn,3,6.0,54.0,e4,,,
game_000619.pgn,3,25.0,45.0,Qd7,,,
game_000620.pgn,2,33.0,66.0,Nf6,Mf6,,
game_000621.pgn,4,22.0,57.0,g4,,34.0,22.0
game_000622.pgn,3,67.0,75.0,Ke6,,,
game_000623.pgn,1,55.0,73.0,h6,Bh9,,
game_000624.pgn,3,18.0,49.0,h6,,,
game_000625.pgn,1,9.0,26.0,Nb6,Rb9,,
game_000626.pgn,1,16.0,60.0,exd4,Bh9,,
game_000627.pgn,3,20.0,69.0,Bd2,,,
game_000628.pgn,3,38.0,65.0,Rxe8+,,,
game_000629.pgn,4,45.0,86.0,Nc4,,40.0,45.0
game_000630.pgn,4,36.0,43.0,fxe3,,6.0,36.0
game_000631.pgn,4,4.0,69.0,e3,,64.0,4.0
game_000632.pgn,2,28.0,94.0,Qf4,Of4,,
game_000633.pgn,3,35.0,40.0,Bc5,,,
game_000634.pgn,4,42.0,73.0,Rc1,,30.0,42.0
game_000635.pgn,3,5.0,90.0,Bc5,,,
game_000636.pgn,2,67.0,80.0,Qxe3,Oxe3,,
game_000637.pgn,2,14.0,29.0,dxe4,dxe5,,
game_000638.pgn,1,39.0,52.0,Qxh1,Rb9,,
game_000639.pgn,3,3.0,52.0,g6,,,
game_000640.pgn,1,45.0,51.0,Rb4,Ka9,,
game_000641.pgn,2,12.0,47.0,c4,c5,,
game_000642.pgn,3,29.0,43.0,Nh5,,,
game_000643.pgn,1,41.0,82.0,Ne5,Qа9,,
game_000644.pgn,4,23.0,70.0,Nxf5,,46.0,23.0
game_000645.pgn,2,13.0,34.0,f6,f7,,
game_000646.pgn,3,54.0,76.0,Rc7,,,
game_000647.pgn,3,6.0,53.0,cxd5,,,
game_000648.pgn,3,41.0,55.0,Nxd6,,,
game_000649.pgn,2,9.0,40.0,d6,d7,,
game_000650.pgn,4,41.0,80.0,Bxh3,,38.0,41.0
game_000651.pgn,3,44.0,51.0,h3,,,
game_000652.pgn,4,23.0,65.0,fxe5,,41.0,23.0
game_000653.pgn,2,74.0,82.0,Qa4,Oa4,,
game_000654.pgn,3,33.0,51.0,Qxc7,,,
game_000655.pgn,3,17.0,63.0,f5,,,
game_000656.pgn,1,35.0,84.0,Bc8,Ka9,,
game_000657.pgn,1,25.0,48.0,d5,Qh8,,
game_000658.pgn,2,39.0,82.0,Bxf6,8xf6,,
game_000659.pgn,3,31.0,46.0,Bxf3,,,
game_000660.pgn,3,53.0,92.0,Nc5,,,
game_000661.pgn,1,7.0,49.0,Nf6,Ka9,,
game_000662.pgn,4,48.0,55.0,Kc1,,6.0,48.0
game_000663.pgn,1,9.0,83.0,e5,Nz5,,
game_000664.pgn,3,6.0,30.0,dxe6,,,
game_000665.pgn,2,35.0,44.0,Qb2+,Ob2+,,
game_000666.pgn,2,64.0,98.0,Qf4+,Of4+,,
game_000667.pgn,2,71.0,79.0,Qg5,Og5,,
game_000668.pgn,4,21.0,49.0,Re8,,27.0,21.0
game_000669.pgn,4,6.0,86.0,Nd2,,79.0,6.0
game_000670.pgn,2,23.0,31.0,Nxe2,Mxe2,,
game_000671.pgn,4,7.0,70.0,Nc6,,62.0,7.0
game_000672.pgn,3,52.0,58.0,Bg5,,,
game_000673.pgn,3,48.0,60.0,Bd2,,,
game_000674.pgn,3,51.0,60.0,Bf3,,,
game_000675.pgn,1,25.0,74.0,Bb4,Qа9,,
game_000676.pgn,2,23.0,36.0,Bb7,8b7,,
game_000677.pgn,1,58.0,63.0,Qe7,Qа9,,
game_000678.pgn,1,22.0,87.0,Ne2,Ka9,,
game_000679.pgn,2,40.0,57.0,Rfe1,Pfe1,,
game_000680.pgn,3,23.0,66.0,Qf6,,,
game_000681.pgn,2,6.0,26.0,Bc4,8c4,,
game_000682.pgn,1,20.0,51.0,Nxd5,Qh8,,
game_000683.pgn,3,5.0,43.0,dxc3,,,
game_000684.pgn,1,35.0,96.0,Nxe2,Qh8,,
game_000685.pgn,1,46.0,63.0,Qd3,Nz5,,
game_000686.pgn,2,36.0,59.0,Qc2,Oc2,,
game_000687.pgn,4,27.0,51.0,Rb8,,23.0,27.0
game_000688.pgn,1,19.0,71.0,h6,Qh8,,
game_000689.pgn,1,12.0,66.0,Bf4,Qh8,,
game_000690.pgn,3,3.0,54.0,Nc6,,,
game_000691.pgn,4,16.0,36.0,cxd4,,19.0,16.0
game_000692.pgn,2,15.0,41.0,Bb7,8b7,,
game_000693.pgn,1,66.0,88.0,Re6,Qа9,,
game_000694.pgn,3,16.0,100.0,dxe5,,,
game_000695.pgn,4,65.0,86.0,b4,,20.0,65.0
game_000696.pgn,3,15.0,31.0,b4,,,
game_000697.pgn,1,82.0,98.0,g5,Rb9,,
game_000698.pgn,3,30.0,50.0,Rae1,,,
game_000699.pgn,2,34.0,67.0,Qxe4,Oxe4,,
game_000700.pgn,4,47.0,54.0,Rfe8,,6.0,47.0
game_000701.pgn,4,49.0,68.0,Qxd4+,,18.0,49.0
game_000702.pgn,1,25.0,86.0,Nb6,Qh8,,
game_000703.pgn,4,16.0,47.0,Nxc6,,30.0,16.0
game_000704.pgn,2,15.0,37.0,c6,c7,,
game_000705.pgn,4,18.0,51.0,fxe5,,32.0,18.0
game_000706.pgn,4,37.0,61.0,Be8,,23.0,37.0
game_000707.pgn,4,57.0,73.0,Bxd3,,15.0,57.0
game_000708.pgn,2,7.0,36.0,Nc6,Mc6,,
game_000709.pgn,1,28.0,50.0,bxa3,Ka9,,
game_000710.pgn,3,13.0,80.0,h6,,,
game_000711.pgn,4,24.0,37.0,Nf1,,12.0,24.0
game_000712.pgn,3,75.0,84.0,Kf6,,,
game_000713.pgn,4,25.0,54.0,b5,,28.0,25.0
game_000714.pgn,4,64.0,76.0,Rxc6,,11.0,64.0
game_000715.pgn,2,70.0,83.0,Bd2+,8d2+,,
game_000716.pgn,1,3.0,37.0,Bc5,Qh8,,
game_000717.pgn,3,72.0,84.0,b7,,,
game_000718.pgn,3,9.0,37.0,Nf6,,,
game_000719.pgn,2,19.0,55.0,Nh5,Mh5,,
game_000720.pgn,1,17.0,29.0,Bxh3,Bh9,,
game_000721.pgn,4,53.0,93.0,g6,,39.0,53.0
game_000722.pgn,3,31.0,53.0,fxg6,,,
game_000723.pgn,4,36.0,77.0,Bd1,,40.0,36.0
game_000724.pgn,1,6.0,60.0,Nxd4,Bh9,,
game_000725.pgn,3,31.0,52.0,Nb4,,,
game_000726.pgn,4,67.0,97.0,Rd8,,29.0,67.0
game_000727.pgn,4,7.0,64.0,Nf6,,56.0,7.0
game_000728.pgn,1,8.0,59.0,a3,Qh8,,
game_000729.pgn,2,4.0,60.0,h3,h4,,
game_000730.pgn,3,17.0,31.0,exd4,,,
game_000731.pgn,4,13.0,41.0,c5,,27.0,13.0
game_000732.pgn,1,29.0,57.0,Ng4+,Rb9,,
game_000733.pgn,4,23.0,98.0,Bc5,,74.0,23.0
game_000734.pgn,4,14.0,48.0,O-O,,33.0,14.0
game_000735.pgn,1,25.0,54.0,Be7,Nz5,,
game_000736.pgn,4,16.0,20.0,d4,,3.0,16.0
game_000737.pgn,2,41.0,56.0,Ne4,Me4,,
game_000738.pgn,2,7.0,21.0,Bc5,8c5,,
game_000739.pgn,1,14.0,27.0,a4,Qh8,,
game_000740.pgn,1,28.0,94.0,Bf3,Nz5,,
game_000741.pgn,4,13.0,64.0,Be7,,50.0,13.0
game_000742.pgn,2,76.0,90.0,Rb1,Pb1,,
game_000743.pgn,2,20.0,71.0,Bb2,8b2,,
game_000744.pgn,2,26.0,79.0,Nxd5,Mxd5,,
game_000745.pgn,1,26.0,50.0,Nxd5,Ka9,,
game_000746.pgn,2,10.0,20.0,Bd3,8d3,,
game_000747.pgn,3,18.0,46.0,Na3,,,
game_000748.pgn,2,46.0,83.0,a5,a6,,
game_000749.pgn,1,31.0,37.0,Qg6,Rb9,,
game_000750.pgn,3,7.0,87.0,g6,,,
game_000751.pgn,2,5.0,38.0,Qf6,Of6,,
game_000752.pgn,4,17.0,62.0,Bxg2,,44.0,17.0
game_000753.pgn,2,32.0,40.0,Bg5,8g5,,
game_000754.pgn,4,20.0,48.0,Qc2,,27.0,20.0
game_000755.pgn,3,36.0,44.0,Qxe4,,,
game_000756.pgn,2,9.0,64.0,Nf5,Mf5,,
game_000757.pgn,1,53.0,77.0,Qxc7,Ka9,,
game_000758.pgn,2,13.0,25.0,Bd7,8d7,,
game_000759.pgn,1,35.0,86.0,Ke7,Rb9,,
game_000760.pgn,1,7.0,70.0,d5,Ka9,,
game_000761.pgn,1,49.0,60.0,Qe3,Nz5,,
game_000762.pgn,3,17.0,33.0,bxc6,,,
game_000763.pgn,1,52.0,100.0,Rh1,Bh9,,
game_000764.pgn,3,19.0,54.0,cxb4,,,
game_000765.pgn,2,85.0,100.0,Kf7,Xf7,,
game_000766.pgn,3,40.0,47.0,c4,,,
game_000767.pgn,2,10.0,33.0,e4,e5,,
game_000768.pgn,1,22.0,36.0,f4,Qа9,,
game_000769.pgn,2,17.0,74.0,Nxc4,Mxc4,,
game_000770.pgn,1,48.0,53.0,Bxg6,Bh9,,
game_000771.pgn,4,39.0,51.0,Rad8,,11.0,39.0
game_000772.pgn,3,13.0,64.0,dxe2,,,
game_000773.pgn,1,42.0,47.0,Bh3,Bh9,,
game_000774.pgn,4,43.0,67.0,Rxd5,,23.0,43.0
game_000775.pgn,1,51.0,91.0,axb6,Rb9,,
game_000776.pgn,2,32.0,41.0,Bxh3,8xh3,,
game_000777.pgn,1,21.0,49.0,Re8,Nz5,,
game_000778.pgn,4,31.0,77.0,dxe4,,45.0,31.0
game_000779.pgn,4,60.0,76.0,Rg1,,15.0,60.0
game_000780.pgn,2,41.0,61.0,Bxe4,8xe4,,
game_000781.pgn,2,9.0,28.0,Be7,8e7,,
game_000782.pgn,1,12.0,65.0,Bxf6,Bh9,,
game_000783.pgn,1,10.0,41.0,Bxh3,Ka9,,
game_000784.pgn,2,52.0,70.0,hxg5,hxg6,,
game_000785.pgn,1,34.0,46.0,Qd3,Rb9,,
game_000786.pgn,1,57.0,81.0,Rh8,Rb9,,
game_000787.pgn,2,42.0,52.0,f5,f6,,
game_000788.pgn,2,66.0,74.0,Bc4,8c4,,
game_000789.pgn,4,31.0,63.0,Qxh6,,31.0,31.0
game_000790.pgn,2,33.0,42.0,Qb6,Ob6,,
game_000791.pgn,4,25.0,47.0,exf6,,21.0,25.0
game_000792.pgn,3,4.0,98.0,f4,,,
game_000793.pgn,4,51.0,60.0,Bxf2,,8.0,51.0
game_000794.pgn,1,11.0,25.0,fxe5,Bh9,,
game_000795.pgn,1,30.0,51.0,Ne4,Bh9,,
game_000796.pgn,2,22.0,26.0,Nxe3,Mxe3,,
game_000797.pgn,4,40.0,67.0,Rac1,,26.0,40.0
game_000798.pgn,2,22.0,30.0,b4,b5,,
game_000799.pgn,1,21.0,40.0,c5,Nz5,,
game_000800.pgn,4,11.0,73.0,fxe6,,61.0,11.0
game_000801.pgn,1,63.0,90.0,Rf2,Qа9,,
game_000802.pgn,2,13.0,26.0,Nxe3,Mxe3,,
game_000803.pgn,4,50.0,81.0,Kxe3,,30.0,50.0
game_000804.pgn,4,3.0,58.0,e6,,54.0,3.0
game_000805.pgn,2,31.0,72.0,f5,f6,,
game_000806.pgn,4,45.0,77.0,Rxf8,,31.0,45.0
game_000807.pgn,1,27.0,57.0,Qf7,Qh8,,
game_000808.pgn,3,6.0,88.0,Bc4,,,
game_000809.pgn,1,27.0,72.0,bxc5,Rb9,,
game_000810.pgn,1,4.0,34.0,c3,Ka9,,
game_000811.pgn,4,58.0,63.0,Rc7,,4.0,58.0
game_000812.pgn,4,32.0,41.0,Ba3,,8.0,32.0
game_000813.pgn,2,13.0,61.0,Ng6,Mg6,,
game_000814.pgn,1,40.0,57.0,Kf3,Qh8,,
game_000815.pgn,1,28.0,77.0,Qxd4,Bh9,,
game_000816.pgn,1,12.0,46.0,fxe4,Qа9,,
game_000817.pgn,1,35.0,47.0,Qc2,Bh9,,
game_000818.pgn,4,49.0,57.0,Rxd8,,7.0,49.0
game_000819.pgn,1,55.0,91.0,Bc4,Nz5,,
game_000820.pgn,4,9.0,81.0,Na5,,71.0,9.0
game_000821.pgn,2,43.0,52.0,d2,d3,,
game_000822.pgn,2,31.0,85.0,Nc5,Mc5,,
game_000823.pgn,3,67.0,83.0,Kc8,,,
game_000824.pgn,2,20.0,34.0,Kxd1,Xxd1,,
game_000825.pgn,2,30.0,75.0,Nd5,Md5,,
game_000826.pgn,2,5.0,25.0,Bb7,8b7,,
game_000827.pgn,4,14.0,30.0,Be3,,15.0,14.0
game_000828.pgn,1,46.0,71.0,Qg8+,Rb9,,
game_000829.pgn,1,13.0,20.0,Bf5,Qа9,,
game_000830.pgn,1,28.0,77.0,fxe4,Rb9,,
game_000831.pgn,2,37.0,46.0,Qe7,Oe7,,
game_000832.pgn,4,16.0,42.0,Bxh6,,25.0,16.0
game_000833.pgn,1,70.0,83.0,Qe3,Qа9,,
game_000834.pgn,2,36.0,97.0,Bxc6,8xc6,,
game_000835.pgn,3,40.0,49.0,Nc4,,,
game_000836.pgn,4,15.0,59.0,h6,,43.0,15.0
game_000837.pgn,1,45.0,55.0,h5,Nz5,,
game_000838.pgn,2,20.0,92.0,Qa4,Oa4,,
game_000839.pgn,1,23.0,61.0,Nd5,Nz5,,
game_000840.pgn,3,3.0,33.0,d5,,,
game_000841.pgn,1,20.0,40.0,dxe4,Qh8,,
game_000842.pgn,2,12.0,43.0,Qb3,Ob3,,
game_000843.pgn,1,32.0,87.0,Na4,Bh9,,
game_000844.pgn,4,34.0,45.0,Qe6+,,10.0,34.0
game_000845.pgn,1,21.0,99.0,Nxd2,Qh8,,
game_000846.pgn,4,27.0,54.0,Qxe6,,26.0,27.0
game_000847.pgn,3,52.0,77.0,Nxa7,,,
game_000848.pgn,1,32.0,60.0,Kh1,Rb9,,
game_000849.pgn,1,47.0,96.0,a1=Q,Qh8,,
game_000850.pgn,1,57.0,68.0,Qxd3+,Qh8,,
game_000851.pgn,2,39.0,75.0,Nxd3,Mxd3,,
game_000852.pgn,3,6.0,25.0,Bg5,,,
game_000853.pgn,2,20.0,82.0,Qf4,Of4,,
game_000854.pgn,4,13.0,26.0,Nxc3,,12.0,13.0
game_000855.pgn,2,10.0,79.0,b3,b4,,
game_000856.pgn,2,25.0,61.0,e3,e4,,
game_000857.pgn,2,12.0,27.0,Bd3,8d3,,
game_000858.pgn,1,45.0,59.0,exd4,Qа9,,
game_000859.pgn,1,16.0,41.0,O-O,Nz5,,
game_000860.pgn,1,53.0,81.0,Nc5,Bh9,,
game_000861.pgn,4,34.0,45.0,Qe5+,,10.0,34.0
game_000862.pgn,4,44.0,65.0,Kf2,,20.0,44.0
game_000863.pgn,4,13.0,57.0,b6,,43.0,13.0
game_000864.pgn,3,24.0,30.0,Qd3,,,
game_000865.pgn,4,42.0,61.0,g5,,18.0,42.0
game_000866.pgn,1,67.0,73.0,Kf7,Qа9,,
game_000867.pgn,4,43.0,100.0,Kg7,,56.0,43.0
game_000868.pgn,2,39.0,79.0,Rd5,Pd5,,
game_000869.pgn,2,44.0,61.0,dxc5,dxc6,,
game_000870.pgn,1,60.0,91.0,Kd4,Rb9,,
game_000871.pgn,4,30.0,95.0,Ne2,,64.0,30.0
game_000872.pgn,1,19.0,49.0,cxd5,Rb9,,
game_000873.pgn,2,53.0,57.0,Qxb6,Oxb6,,
game_000874.pgn,1,4.0,62.0,h3,Qа9,,
game_000875.pgn,4,26.0,98.0,a3,,71.0,26.0
game_000876.pgn,4,17.0,74.0,h5,,56.0,17.0
game_000877.pgn,4,21.0,41.0,Ra6,,19.0,21.0
game_000878.pgn,3,10.0,70.0,b4,,,
game_000879.pgn,4,33.0,76.0,Nb4,,42.0,33.0
game_000880.pgn,3,20.0,78.0,a5,,,
game_000881.pgn,4,6.0,59.0,Bc4,,52.0,6.0
game_000882.pgn,1,77.0,86.0,gxh4,Nz5,,
game_000883.pgn,4,31.0,66.0,Nh5,,34.0,31.0
game_000884.pgn,4,29.0,49.0,Ne4+,,19.0,29.0
game_000885.pgn,1,26.0,33.0,Qe4,Bh9,,
game_000886.pgn,2,7.0,69.0,Bc5,8c5,,
game_000887.pgn,1,6.0,54.0,Qe2,Ka9,,
game_000888.pgn,2,4.0,57.0,d5,d6,,
game_000889.pgn,3,28.0,54.0,Re3,,,
game_000890.pgn,4,53.0,73.0,Qxd4,,19.0,53.0
game_000891.pgn,3,65.0,75.0,Qxc6,,,
game_000892.pgn,4,7.0,50.0,c6,,42.0,7.0
game_000893.pgn,4,7.0,54.0,g5,,46.0,7.0
game_000894.pgn,1,34.0,73.0,Kc2,Bh9,,
game_000895.pgn,3,36.0,87.0,Kh1,,,
game_000896.pgn,1,51.0,66.0,fxe4,Qh8,,
game_000897.pgn,4,44.0,65.0,Qxe3,,20.0,44.0
game_000898.pgn,4,49.0,79.0,g6,,29.0,49.0
game_000899.pgn,2,44.0,79.0,Rxf8+,Pxf8+,,
game_000900.pgn,2,53.0,73.0,Bb6,8b6,,
game_000901.pgn,1,12.0,39.0,Bc4,Ka9,,
game_000902.pgn,3,19.0,38.0,a6,,,
game_000903.pgn,1,13.0,100.0,Nc6,Qа9,,
game_000904.pgn,1,52.0,90.0,b3,Bh9,,
game_000905.pgn,2,24.0,73.0,Bxe4,8xe4,,
game_000906.pgn,2,43.0,53.0,Bg7,8g7,,
game_000907.pgn,4,52.0,58.0,Bxe7,,5.0,52.0
game_000908.pgn,2,7.0,42.0,d6,d7,,
game_000909.pgn,1,62.0,76.0,f4,Bh9,,
game_000910.pgn,2,11.0,68.0,Bg4,8g4,,
game_000911.pgn,1,62.0,78.0,Ke2,Nz5,,
game_000912.pgn,1,63.0,71.0,Rxe1+,Qа9,,
game_000913.pgn,3,35.0,39.0,Kf8,,,
game_000914.pgn,4,25.0,86.0,cxd3,,60.0,25.0
game_000915.pgn,4,26.0,31.0,Nxe7,,4.0,26.0
game_000916.pgn,1,9.0,50.0,cxd4,Ka9,,
game_000917.pgn,1,22.0,47.0,O-O,Bh9,,
